CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
4023,49,Female,41,12,5,16,Basic,Monthly,299,30,1
4024,42,Male,18,24,7,15,Standard,Monthly,736,8,0
4025,46,Male,56,15,6,28,Basic,Quarterly,550,4,1
4026,64,Male,60,24,9,27,Basic,Annual,815,16,1
4027,52,Male,35,20,5,11,Basic,Monthly,365,8,0
4028,25,Male,7,5,2,19,Standard,Quarterly,506,12,0
4029,24,Female,59,1,9,2,Standard,Annual,179,8,1
4030,41,Female,41,17,3,26,Standard,Quarterly,510,25,0
4031,62,Male,9,12,2,17,Basic,Monthly,163,28,0
4032,18,Female,34,9,8,15,Basic,Quarterly,743,21,0
4033,30,Male,43,22,8,22,Standard,Annual,325,14,1
4034,40,Male,21,28,2,0,Premium,Monthly,430,10,0
4035,61,Female,27,12,4,18,Premium,Monthly,789,18,0
4036,38,Female,42,25,9,16,Standard,Annual,464,16,1
4037,52,Female,56,24,10,8,Basic,Monthly,233,14,0
4038,33,Female,12,25,8,15,Premium,Annual,947,12,0
4039,65,Female,53,4,7,26,Premium,Annual,185,26,1
4040,40,Female,26,24,6,12,Premium,Annual,466,10,0
4041,65,Female,17,3,10,5,Basic,Quarterly,535,17,1
4042,24,Male,50,24,4,14,Standard,Monthly,452,17,0
4043,33,Female,39,3,0,7,Basic,Quarterly,215,16,0
4044,43,Female,13,1,10,22,Basic,Monthly,466,13,1
4045,50,Male,3,16,8,0,Basic,Monthly,722,30,0
4046,48,Female,26,4,7,2,Basic,Monthly,384,15,0
4047,26,Female,10,17,5,0,Basic,Annual,299,2,0
4048,30,Female,37,9,2,3,Premium,Annual,873,16,0
4049,46,Male,24,10,7,26,Basic,Annual,965,2,1
4050,44,Male,26,21,9,9,Standard,Annual,588,8,0
4051,23,Male,20,10,0,23,Basic,Annual,432,18,0
4052,58,Female,25,29,1,8,Premium,Monthly,827,8,0
4053,21,Male,57,25,4,14,Standard,Annual,131,27,0
4054,42,Male,52,13,3,2,Basic,Annual,427,29,0
4055,54,Female,41,7,1,11,Basic,Monthly,821,8,0
4056,60,Female,23,8,8,7,Premium,Monthly,748,29,0
4057,40,Male,32,2,3,25,Basic,Monthly,760,27,0
4058,60,Male,12,18,7,16,Premium,Monthly,105,14,0
4059,60,Male,50,3,4,5,Premium,Monthly,247,14,1
4060,44,Female,31,8,0,10,Standard,Monthly,770,6,0
4061,20,Female,25,22,3,30,Standard,Quarterly,632,22,0
4062,42,Female,39,1,0,6,Basic,Monthly,543,27,0
4063,20,Male,50,11,2,8,Standard,Annual,292,13,0
4064,65,Female,20,24,6,1,Basic,Annual,863,11,0
4065,25,Female,39,20,3,27,Basic,Monthly,910,4,1
4066,22,Female,48,8,3,7,Basic,Monthly,981,5,0
4067,37,Female,29,29,4,18,Standard,Annual,388,15,0
4068,37,Female,31,23,9,28,Standard,Monthly,856,25,1
4069,59,Male,4,21,9,14,Basic,Quarterly,138,17,0
4070,20,Female,27,5,2,8,Standard,Annual,659,1,0
4071,29,Male,31,11,0,11,Basic,Annual,544,5,0
4072,24,Male,5,22,3,9,Premium,Quarterly,985,9,0
4073,64,Male,59,25,8,9,Basic,Annual,593,18,0
4074,62,Female,15,3,9,24,Basic,Monthly,315,19,1
4075,22,Male,24,22,9,0,Standard,Annual,842,22,0
4076,36,Female,47,30,3,3,Basic,Quarterly,203,3,0
4077,23,Male,50,29,1,7,Basic,Monthly,716,4,0
4078,46,Female,15,15,5,9,Premium,Monthly,303,23,0
4079,38,Female,14,24,3,3,Standard,Quarterly,935,30,0
4080,21,Female,35,25,3,27,Premium,Monthly,332,15,1
4081,37,Female,50,9,2,9,Standard,Monthly,593,11,0
4082,25,Male,51,10,1,0,Basic,Monthly,387,23,0
4083,56,Male,55,20,1,14,Basic,Quarterly,275,18,0
4084,29,Female,27,8,5,12,Basic,Annual,325,30,0
4085,46,Male,53,17,3,5,Standard,Quarterly,981,26,0
4086,41,Female,2,14,6,28,Premium,Quarterly,252,1,1
4087,34,Female,5,14,8,17,Standard,Quarterly,967,26,0
4088,39,Female,29,25,0,19,Basic,Quarterly,525,24,0
4089,27,Male,9,11,8,26,Premium,Quarterly,759,24,0
4090,22,Male,46,1,0,0,Standard,Quarterly,904,11,0
4091,51,Male,44,7,0,22,Standard,Monthly,421,10,0
4092,54,Female,58,10,2,7,Premium,Quarterly,568,30,0
4093,25,Male,54,10,0,18,Basic,Quarterly,213,8,0
4094,45,Female,23,18,2,8,Basic,Quarterly,672,15,0
4095,63,Male,2,20,9,23,Premium,Quarterly,627,15,0
4096,26,Male,2,7,2,25,Premium,Annual,333,9,0
4097,26,Male,35,14,8,29,Premium,Monthly,165,16,1
4098,59,Male,49,24,2,11,Premium,Quarterly,768,1,0
4099,41,Male,59,19,8,17,Basic,Monthly,444,13,1
4100,46,Male,5,8,2,17,Standard,Annual,793,26,0
4101,48,Female,53,18,5,26,Standard,Annual,143,3,1
4102,33,Male,26,19,5,1,Premium,Quarterly,661,17,0
4103,21,Female,10,5,10,18,Premium,Monthly,357,21,0
4104,24,Male,53,27,7,9,Basic,Monthly,445,19,0
4105,32,Female,2,8,0,7,Standard,Monthly,774,16,0
4106,63,Female,38,24,4,17,Standard,Annual,903,7,0
4107,34,Female,55,1,6,23,Premium,Monthly,946,4,1
4108,28,Female,24,26,2,4,Basic,Monthly,345,26,0
4109,59,Female,43,25,4,17,Basic,Monthly,797,16,0
4110,61,Female,6,24,3,13,Standard,Quarterly,612,16,0
4111,36,Female,54,28,10,13,Premium,Quarterly,719,5,0
4112,41,Male,35,19,1,27,Premium,Quarterly,316,5,0
4113,39,Male,18,23,5,26,Standard,Annual,701,4,0
4114,40,Male,37,8,6,27,Basic,Monthly,671,24,1
4115,44,Male,39,24,8,19,Premium,Annual,470,11,1
4116,37,Female,24,16,4,6,Premium,Annual,752,28,0
4117,41,Male,51,1,0,4,Basic,Monthly,132,17,0
4118,18,Male,55,23,7,4,Basic,Monthly,984,3,0
4119,56,Female,25,28,7,4,Premium,Annual,128,12,0
4120,24,Female,16,19,9,13,Basic,Annual,291,9,0
4121,59,Female,49,3,5,5,Standard,Quarterly,429,9,1
4122,54,Female,35,9,8,1,Standard,Annual,385,24,0
4123,41,Female,58,27,1,9,Premium,Quarterly,312,26,0
4124,31,Female,50,17,1,28,Basic,Monthly,387,20,1
4125,56,Male,40,28,7,6,Standard,Quarterly,625,2,0
4126,55,Female,45,21,7,6,Standard,Quarterly,521,27,0
4127,61,Female,35,20,4,9,Basic,Annual,372,25,0
4128,44,Female,29,6,2,6,Standard,Annual,974,17,0
4129,56,Male,30,5,10,14,Premium,Annual,621,24,1
4130,36,Female,17,10,2,21,Basic,Quarterly,985,3,0
4131,22,Male,13,12,1,26,Basic,Annual,603,13,0
4132,59,Female,42,5,8,22,Basic,Annual,969,19,1
4133,23,Male,7,1,3,22,Premium,Quarterly,195,6,0
4134,21,Male,49,4,5,26,Basic,Quarterly,567,10,1
4135,20,Male,60,12,8,25,Premium,Annual,556,10,1
4136,40,Female,28,3,4,18,Basic,Quarterly,452,1,0
4137,42,Female,6,13,6,27,Premium,Annual,894,25,0
4138,38,Male,19,3,4,18,Basic,Annual,391,22,0
4139,20,Female,49,1,0,6,Basic,Monthly,272,15,0
4140,64,Male,21,17,9,22,Premium,Annual,618,7,0
4141,62,Male,50,18,10,6,Standard,Annual,617,6,0
4142,48,Male,5,8,8,3,Standard,Quarterly,550,18,0
4143,29,Female,58,8,8,17,Premium,Quarterly,454,14,1
4144,27,Female,58,1,2,20,Basic,Quarterly,285,22,0
4145,51,Male,43,28,0,5,Basic,Annual,364,29,0
4146,63,Male,53,12,10,7,Standard,Annual,118,14,0
4147,19,Female,32,17,7,7,Standard,Quarterly,134,24,0
4148,33,Male,9,21,2,6,Premium,Annual,692,24,0
4149,48,Male,34,18,4,28,Basic,Monthly,183,30,0
4150,31,Female,14,16,4,8,Basic,Quarterly,967,3,0
4151,41,Female,32,4,10,25,Basic,Monthly,798,25,1
4152,52,Male,40,18,1,0,Basic,Monthly,706,25,0
4153,65,Male,40,16,4,7,Premium,Annual,725,7,0
4154,37,Male,18,9,10,7,Standard,Quarterly,648,10,0
4155,31,Male,56,15,7,3,Basic,Monthly,185,26,0
4156,35,Female,46,25,3,1,Standard,Quarterly,644,27,0
4157,61,Male,1,3,5,4,Standard,Annual,400,9,1
4158,62,Female,26,5,8,11,Premium,Quarterly,184,23,1
4159,46,Female,56,19,1,18,Premium,Quarterly,533,23,0
4160,61,Female,46,20,8,10,Premium,Monthly,516,6,0
4161,35,Male,52,12,6,1,Premium,Quarterly,960,22,0
4162,65,Male,10,22,8,20,Premium,Annual,315,3,0
4163,49,Female,20,13,4,13,Basic,Monthly,358,20,0
4164,59,Male,8,11,9,12,Standard,Annual,168,10,0
4165,28,Male,30,27,2,20,Premium,Monthly,265,21,0
4166,53,Male,44,27,4,11,Basic,Quarterly,877,23,0
4167,22,Male,32,15,2,4,Standard,Monthly,619,21,0
4168,20,Female,9,27,10,23,Basic,Monthly,340,1,1
4169,43,Male,39,11,9,23,Premium,Monthly,342,13,1
4170,25,Male,24,29,3,3,Standard,Quarterly,316,21,0
4171,41,Female,20,17,6,15,Premium,Monthly,985,7,0
4172,39,Female,4,9,9,26,Standard,Annual,277,2,1
4173,37,Female,2,7,3,25,Standard,Annual,415,12,1
4174,61,Male,34,15,2,17,Basic,Quarterly,231,17,0
4175,19,Female,51,29,3,18,Standard,Monthly,128,27,0
4176,38,Male,46,14,6,27,Basic,Monthly,626,4,1
4177,19,Female,5,24,1,25,Premium,Quarterly,539,19,0
4178,31,Male,5,26,3,4,Premium,Annual,160,23,0
4179,45,Male,8,21,7,7,Standard,Quarterly,205,18,0
4180,59,Female,11,17,7,0,Premium,Monthly,816,20,0
4181,58,Female,5,11,10,7,Basic,Quarterly,921,26,0
4182,24,Male,54,9,4,26,Standard,Annual,167,3,0
4183,42,Female,11,10,1,15,Premium,Quarterly,534,23,0
4184,59,Female,21,6,9,5,Standard,Annual,632,26,0
4185,42,Female,43,3,6,0,Standard,Annual,757,20,0
4186,34,Male,14,3,9,6,Premium,Monthly,730,20,0
4187,32,Male,27,11,8,7,Premium,Monthly,292,30,0
4188,34,Male,32,5,8,17,Premium,Annual,817,30,1
4189,54,Female,29,25,5,12,Standard,Annual,882,28,0
4190,21,Male,6,2,5,10,Premium,Quarterly,185,17,0
4191,44,Male,53,23,10,28,Standard,Annual,990,11,1
4192,28,Male,13,30,9,10,Premium,Quarterly,237,7,0
4193,20,Female,37,15,8,6,Basic,Quarterly,276,14,0
4194,25,Male,59,29,7,14,Basic,Quarterly,130,3,0
4195,30,Male,41,6,8,1,Standard,Quarterly,353,28,0
4196,19,Female,39,13,0,22,Premium,Quarterly,467,26,1
4197,62,Female,52,16,6,16,Premium,Quarterly,775,19,1
4198,53,Male,49,11,1,14,Standard,Monthly,200,5,0
4199,26,Male,10,21,3,10,Standard,Quarterly,158,28,0
4200,63,Female,20,25,7,15,Premium,Monthly,372,15,0
4201,45,Male,47,24,1,27,Basic,Annual,869,21,0
4202,42,Female,36,14,10,3,Standard,Monthly,132,25,0
4203,48,Male,51,29,6,4,Premium,Quarterly,434,30,0
4204,60,Female,24,12,1,0,Basic,Monthly,382,7,0
4205,53,Male,57,15,1,10,Premium,Quarterly,157,28,0
4206,60,Male,17,13,7,19,Basic,Monthly,583,24,0
4207,60,Male,1,22,0,11,Premium,Monthly,708,29,0
4208,65,Male,59,6,4,29,Basic,Quarterly,513,7,0
4209,63,Female,9,14,3,26,Standard,Quarterly,842,6,0
4210,21,Female,3,11,5,7,Standard,Annual,171,20,0
4211,22,Female,59,6,7,28,Basic,Annual,497,26,1
4212,61,Female,25,30,8,9,Standard,Annual,594,5,0
4213,65,Male,37,19,2,1,Premium,Quarterly,768,15,0
4214,20,Female,9,28,6,19,Premium,Monthly,130,26,0
4215,56,Female,52,9,9,8,Premium,Monthly,131,20,0
4216,27,Female,28,21,10,20,Standard,Quarterly,332,8,1
4217,60,Female,36,22,7,11,Premium,Quarterly,160,20,0
4218,41,Male,38,3,2,12,Premium,Annual,419,14,0
4219,62,Female,52,30,8,29,Premium,Quarterly,386,10,1
4220,49,Female,14,26,10,9,Standard,Monthly,649,23,0
4221,57,Female,40,10,4,3,Basic,Annual,225,21,0
4222,32,Female,8,30,9,17,Premium,Monthly,246,5,0
4223,52,Female,19,4,9,0,Basic,Annual,239,29,1
4224,34,Female,22,6,4,21,Premium,Monthly,804,2,1
4225,60,Female,31,13,9,11,Premium,Annual,308,28,0
4226,63,Male,24,6,6,10,Premium,Monthly,837,7,0
4227,52,Male,58,7,8,9,Basic,Quarterly,290,26,0
4228,35,Female,51,4,4,6,Basic,Monthly,767,30,0
4229,43,Male,42,30,4,14,Standard,Annual,564,9,0
4230,24,Male,59,13,7,12,Basic,Monthly,833,21,0
4231,50,Male,10,9,7,23,Basic,Monthly,555,15,0
4232,59,Female,47,14,3,24,Standard,Annual,767,7,0
4233,42,Male,33,15,7,11,Premium,Annual,489,28,0
4234,18,Female,55,4,8,26,Basic,Quarterly,873,1,1
4235,47,Male,42,15,2,0,Basic,Monthly,392,1,0
4236,39,Female,49,1,4,27,Premium,Annual,647,24,0
4237,26,Female,50,10,4,16,Standard,Monthly,587,28,0
4238,54,Female,18,16,9,14,Basic,Annual,501,5,0
4239,52,Male,34,7,10,0,Premium,Quarterly,971,9,0
4240,50,Female,30,23,7,27,Premium,Monthly,606,14,1
4241,28,Male,10,4,9,7,Standard,Monthly,576,30,0
4242,26,Female,53,30,4,8,Standard,Annual,841,19,0
4243,22,Male,32,28,1,16,Standard,Monthly,939,21,0
4244,30,Male,51,26,9,12,Basic,Monthly,933,19,0
4245,27,Male,36,18,5,7,Basic,Quarterly,956,23,0
4246,28,Male,25,20,0,25,Basic,Quarterly,452,15,0
4247,31,Male,11,20,1,21,Standard,Monthly,402,23,0
4248,57,Male,57,25,5,2,Premium,Monthly,438,7,0
4249,26,Female,54,2,0,18,Premium,Annual,776,30,0
4250,60,Female,51,15,7,23,Premium,Monthly,724,10,1
4251,51,Male,29,12,2,18,Premium,Monthly,984,7,0
4252,65,Male,31,15,4,29,Standard,Annual,856,18,0
4253,42,Male,37,5,6,21,Premium,Monthly,800,6,1
4254,24,Female,11,19,9,10,Basic,Quarterly,268,4,0
4255,47,Male,24,2,0,29,Basic,Monthly,456,21,0
4256,37,Female,2,11,7,16,Premium,Monthly,377,4,0
4257,39,Male,59,6,10,18,Basic,Annual,422,8,1
4258,44,Male,12,29,8,0,Premium,Quarterly,869,29,0
4259,37,Male,1,23,3,29,Standard,Annual,432,24,0
4260,26,Male,10,29,6,5,Premium,Monthly,299,1,0
4261,51,Female,32,28,10,6,Standard,Monthly,972,28,0
4262,24,Male,60,5,1,24,Standard,Monthly,316,29,0
4263,35,Female,1,26,1,27,Basic,Monthly,789,21,1
4264,45,Female,4,3,5,19,Standard,Annual,350,17,0
4265,54,Male,20,14,7,21,Standard,Annual,430,13,0
4266,52,Female,37,4,4,8,Standard,Quarterly,216,26,1
4267,24,Male,1,15,9,20,Standard,Monthly,720,23,0
4268,56,Female,16,23,2,0,Basic,Monthly,377,21,0
4269,62,Female,15,1,8,25,Basic,Annual,298,15,1
4270,43,Male,15,5,1,29,Basic,Monthly,488,7,0
4271,31,Male,56,3,5,3,Standard,Quarterly,255,3,0
4272,52,Female,45,21,3,28,Standard,Annual,854,3,0
4273,64,Male,60,21,1,26,Standard,Quarterly,410,14,0
4274,61,Female,5,2,2,15,Premium,Annual,308,19,1
4275,44,Female,17,11,5,0,Premium,Annual,706,19,0
4276,23,Female,25,9,2,6,Standard,Annual,902,26,0
4277,50,Male,23,5,9,29,Standard,Monthly,446,30,0
4278,57,Female,39,15,1,7,Standard,Annual,390,3,0
4279,36,Male,36,1,3,3,Premium,Annual,171,29,1
4280,26,Male,19,10,2,22,Premium,Quarterly,453,15,0
4281,61,Male,40,26,8,30,Standard,Annual,732,7,1
4282,59,Female,48,8,7,23,Standard,Quarterly,444,23,1
4283,29,Male,22,16,0,22,Basic,Annual,857,22,0
4284,34,Female,20,26,5,4,Standard,Annual,958,4,0
4285,20,Female,13,2,5,0,Basic,Monthly,728,28,0
4286,26,Female,20,2,5,22,Standard,Monthly,121,22,1
4287,18,Female,13,10,2,11,Premium,Quarterly,760,4,0
4288,53,Female,10,27,10,13,Standard,Annual,897,12,0
4289,39,Male,45,12,10,1,Premium,Annual,708,15,0
4290,43,Female,57,1,0,19,Basic,Annual,174,4,1
4291,41,Female,24,3,0,21,Basic,Quarterly,206,22,1
4292,28,Male,38,23,3,17,Premium,Annual,594,30,0
4293,19,Male,14,9,4,27,Basic,Quarterly,473,30,0
4294,28,Female,17,19,4,15,Standard,Monthly,702,17,0
4295,63,Male,14,22,10,20,Basic,Annual,756,17,0
4296,33,Female,5,13,4,7,Basic,Monthly,919,20,0
4297,57,Male,5,24,6,6,Premium,Annual,108,17,0
4298,57,Male,7,20,2,13,Premium,Quarterly,327,17,0
4299,19,Female,36,21,0,16,Premium,Quarterly,303,27,0
4300,59,Female,17,27,2,15,Standard,Quarterly,421,18,0
4301,51,Male,18,7,9,6,Premium,Quarterly,881,24,0
4302,55,Female,5,19,5,2,Basic,Annual,245,22,0
4303,25,Female,20,11,4,24,Standard,Quarterly,985,4,0
4304,65,Female,6,19,3,8,Standard,Monthly,219,5,0
4305,38,Male,49,14,10,10,Premium,Monthly,180,27,0
4306,26,Female,39,10,5,25,Premium,Quarterly,843,26,1
4307,40,Female,60,2,6,21,Premium,Monthly,384,14,1
4308,18,Male,2,15,3,26,Standard,Annual,976,17,0
4309,19,Male,52,22,4,25,Basic,Monthly,624,25,0
4310,64,Female,51,13,9,4,Premium,Annual,595,11,0
4311,23,Female,6,11,6,22,Basic,Monthly,661,24,1
4312,42,Female,31,21,2,2,Premium,Annual,977,7,0
4313,58,Female,56,18,2,22,Standard,Monthly,633,5,1
4314,45,Male,49,1,7,24,Standard,Monthly,979,8,1
4315,23,Female,44,29,3,12,Standard,Annual,956,9,0
4316,53,Male,24,15,3,9,Premium,Annual,313,5,0
4317,20,Female,18,16,1,22,Standard,Monthly,980,23,1
4318,36,Female,29,6,10,17,Basic,Annual,831,1,1
4319,43,Male,50,19,6,15,Premium,Quarterly,496,8,0
4320,28,Male,23,19,1,24,Standard,Annual,118,7,0
4321,65,Male,31,11,10,23,Premium,Annual,156,25,1
4322,62,Male,48,3,4,7,Premium,Annual,876,25,1
4323,50,Female,55,4,2,27,Standard,Quarterly,789,18,0
4324,39,Female,31,24,6,25,Standard,Annual,776,17,1
4325,39,Male,60,17,1,7,Standard,Monthly,446,17,0
4326,43,Male,25,27,4,11,Basic,Monthly,276,20,0
4327,18,Female,5,17,1,17,Basic,Monthly,356,30,0
4328,51,Female,8,19,9,15,Premium,Monthly,125,26,0
4329,48,Male,55,25,8,11,Premium,Annual,625,30,0
4330,51,Male,22,10,5,19,Basic,Quarterly,430,23,0
4331,33,Female,50,16,3,14,Standard,Quarterly,812,16,0
4332,52,Male,38,3,3,2,Standard,Monthly,881,24,0
4333,39,Male,16,8,7,7,Premium,Monthly,530,30,0
4334,50,Male,8,19,0,4,Basic,Annual,213,27,0
4335,25,Male,40,16,3,6,Basic,Monthly,959,17,0
4336,29,Female,34,14,7,4,Premium,Annual,917,5,0
4337,50,Female,36,21,9,30,Premium,Annual,662,25,1
4338,25,Female,11,20,4,1,Basic,Annual,734,29,0
4339,19,Female,44,19,0,29,Basic,Monthly,403,21,1
4340,65,Female,25,29,3,25,Standard,Annual,163,22,1
4341,35,Male,42,21,1,21,Premium,Annual,654,27,0
4342,53,Female,51,21,8,30,Basic,Annual,127,15,1
4343,38,Male,14,9,0,29,Standard,Annual,551,21,0
4344,25,Male,14,21,6,6,Premium,Quarterly,421,7,0
4345,54,Male,26,27,2,24,Premium,Annual,349,4,0
4346,33,Female,51,16,6,9,Premium,Quarterly,873,29,0
4347,43,Female,43,22,6,10,Premium,Monthly,897,7,0
4348,43,Male,2,1,9,7,Basic,Monthly,193,19,1
4349,18,Male,46,26,4,28,Basic,Monthly,371,29,0
4350,57,Female,55,4,6,18,Basic,Quarterly,610,6,1
4351,21,Male,31,18,2,6,Standard,Annual,222,24,0
4352,53,Male,11,12,7,24,Basic,Quarterly,142,27,0
4353,26,Female,12,15,9,4,Premium,Annual,132,27,0
4354,31,Female,13,2,7,6,Standard,Quarterly,683,12,0
4355,52,Male,6,23,6,10,Premium,Annual,438,20,0
4356,27,Male,23,6,6,5,Standard,Monthly,938,24,0
4357,55,Male,23,19,3,26,Standard,Annual,235,29,0
4358,36,Male,19,2,8,13,Premium,Quarterly,102,8,0
4359,21,Male,31,9,7,28,Premium,Annual,100,6,1
4360,28,Male,10,5,0,5,Premium,Annual,936,1,0
4361,44,Female,45,11,9,29,Basic,Monthly,562,26,1
4362,54,Female,32,3,10,26,Basic,Monthly,148,14,1
4363,38,Male,7,17,8,16,Basic,Quarterly,831,3,0
4364,31,Female,6,29,5,14,Standard,Monthly,130,23,0
4365,47,Male,25,26,2,6,Premium,Monthly,519,6,0
4366,53,Female,23,3,0,27,Premium,Monthly,357,1,1
4367,29,Male,22,17,0,20,Basic,Annual,914,29,0
4368,30,Female,21,7,2,27,Basic,Quarterly,623,24,0
4369,48,Male,6,12,2,12,Standard,Monthly,634,19,0
4370,27,Female,46,18,10,28,Basic,Quarterly,177,27,1
4371,45,Male,59,17,4,21,Basic,Annual,820,3,0
4372,55,Male,29,11,1,2,Standard,Annual,318,18,0
4373,37,Male,26,14,6,20,Basic,Quarterly,636,24,1
4374,44,Female,41,19,8,7,Premium,Monthly,180,28,0
4375,34,Female,39,29,0,26,Premium,Monthly,888,14,1
4376,38,Female,15,1,1,25,Standard,Annual,384,28,1
4377,22,Female,32,19,4,0,Premium,Monthly,655,3,0
4378,25,Female,27,21,4,30,Standard,Annual,925,21,0
4379,61,Female,28,24,7,20,Basic,Monthly,678,28,1
4380,62,Male,2,28,5,1,Premium,Quarterly,120,27,0
4381,60,Female,11,11,10,16,Premium,Quarterly,157,20,0
4382,65,Female,52,3,6,26,Standard,Annual,683,18,1
4383,52,Female,16,24,1,13,Standard,Quarterly,409,22,0
4384,64,Male,3,14,8,7,Standard,Annual,855,16,0
4385,45,Female,49,4,4,13,Basic,Quarterly,738,20,0
4386,38,Female,50,23,0,21,Standard,Monthly,788,8,1
4387,30,Female,56,13,1,18,Basic,Annual,996,1,0
4388,34,Male,48,2,7,16,Standard,Monthly,647,28,1
4389,27,Male,58,25,4,25,Premium,Quarterly,802,12,0
4390,20,Male,58,3,0,13,Basic,Monthly,787,16,0
4391,55,Male,49,29,9,20,Basic,Quarterly,716,16,1
4392,43,Male,12,7,6,11,Premium,Annual,784,18,0
4393,51,Female,45,22,2,15,Standard,Monthly,560,14,0
4394,27,Female,22,30,10,13,Standard,Monthly,995,29,0
4395,58,Male,56,19,3,24,Standard,Annual,600,17,0
4396,64,Male,23,14,0,18,Basic,Annual,387,13,0
4397,31,Female,60,29,7,22,Standard,Monthly,566,19,1
4398,60,Female,33,14,3,12,Basic,Quarterly,214,29,0
4399,46,Female,37,4,3,19,Premium,Annual,244,14,0
4400,55,Female,56,7,5,3,Standard,Monthly,813,9,0
4401,19,Female,12,21,5,22,Standard,Annual,144,17,1
4402,64,Male,2,9,5,21,Premium,Quarterly,172,10,0
4403,54,Male,31,1,3,1,Premium,Quarterly,408,24,0
4404,53,Male,28,1,4,6,Premium,Quarterly,555,28,1
4405,23,Male,35,2,2,5,Premium,Monthly,797,20,0
4406,54,Male,37,24,8,30,Standard,Monthly,876,1,1
4407,58,Male,59,12,10,6,Standard,Annual,698,1,0
4408,41,Male,27,19,10,0,Premium,Annual,281,30,0
4409,28,Female,44,15,0,12,Standard,Annual,831,19,0
4410,65,Male,35,22,2,1,Premium,Annual,838,23,0
4411,62,Female,14,7,2,3,Premium,Quarterly,961,24,0
4412,49,Male,6,29,3,17,Premium,Monthly,246,26,0
4413,47,Female,8,15,7,12,Basic,Monthly,891,1,0
4414,62,Female,43,23,10,2,Basic,Quarterly,704,24,0
4415,37,Female,59,4,5,14,Standard,Quarterly,751,16,0
4416,55,Female,30,2,9,14,Premium,Quarterly,990,20,1
4417,57,Female,30,7,8,24,Basic,Quarterly,869,22,1
4418,58,Female,52,24,8,27,Premium,Monthly,160,2,1
4419,27,Female,59,27,7,13,Standard,Quarterly,500,29,0
4420,21,Male,48,23,10,1,Premium,Monthly,288,5,0
4421,61,Male,56,16,4,1,Premium,Monthly,404,14,0
4422,38,Male,22,4,9,30,Basic,Quarterly,143,22,0
4423,48,Female,21,29,0,26,Basic,Annual,170,8,1
4424,27,Male,8,19,6,6,Standard,Quarterly,872,21,0
4425,54,Male,12,15,1,10,Standard,Annual,928,29,0
4426,22,Female,3,28,9,13,Standard,Quarterly,211,14,0
4427,20,Female,52,6,10,11,Basic,Quarterly,882,1,0
4428,43,Male,12,24,6,23,Basic,Monthly,757,22,0
4429,40,Female,15,16,6,27,Basic,Monthly,399,21,1
4430,63,Female,45,24,7,30,Standard,Monthly,526,2,1
4431,28,Male,17,21,9,19,Standard,Annual,501,9,0
4432,21,Male,35,11,6,6,Standard,Monthly,124,9,0
4433,55,Female,40,7,8,1,Standard,Monthly,276,15,0
4434,29,Female,19,17,0,2,Basic,Monthly,232,26,0
4435,34,Female,28,30,5,0,Standard,Annual,604,24,0
4436,25,Female,26,2,5,1,Premium,Quarterly,660,13,0
4437,29,Female,8,21,9,19,Standard,Annual,830,4,0
4438,38,Male,49,27,9,28,Basic,Annual,145,18,1
4439,59,Female,13,28,6,1,Premium,Annual,300,2,0
4440,23,Female,40,14,3,21,Premium,Monthly,335,23,1
4441,39,Female,44,15,3,29,Standard,Annual,767,5,0
4442,32,Male,51,23,9,13,Premium,Monthly,305,5,0
4443,29,Male,5,16,4,10,Basic,Annual,116,8,0
4444,37,Female,21,9,9,14,Premium,Monthly,736,23,0
4445,42,Female,27,2,7,23,Basic,Monthly,570,20,1
4446,30,Female,58,20,4,16,Premium,Annual,652,26,0
4447,26,Male,4,5,4,25,Basic,Monthly,487,23,0
4448,31,Male,11,5,5,9,Standard,Quarterly,922,28,0
4449,55,Male,12,8,10,9,Premium,Annual,259,23,0
4450,38,Male,58,18,9,12,Premium,Monthly,986,27,0
4451,58,Female,28,20,7,22,Basic,Monthly,116,3,1
4452,63,Male,33,13,8,22,Standard,Monthly,156,16,1
4453,54,Male,45,8,3,6,Premium,Annual,133,28,0
4454,61,Female,28,12,0,3,Basic,Annual,896,5,0
4455,43,Male,11,16,2,24,Basic,Monthly,159,3,0
4456,26,Female,59,7,0,9,Premium,Monthly,991,20,0
4457,19,Male,31,4,2,11,Premium,Annual,327,30,0
4458,50,Male,6,6,4,8,Premium,Monthly,341,11,0
4459,50,Male,45,20,5,8,Standard,Quarterly,388,14,0
4460,29,Female,5,19,4,30,Basic,Annual,131,10,1
4461,31,Female,53,4,5,23,Premium,Quarterly,924,26,1
4462,20,Female,51,30,8,6,Premium,Quarterly,819,19,0
4463,49,Male,16,6,8,25,Premium,Monthly,517,27,0
4464,38,Female,13,14,4,13,Basic,Annual,829,17,0
4465,24,Male,33,27,1,8,Premium,Annual,756,1,0
4466,20,Female,7,1,9,7,Basic,Quarterly,929,11,0
4467,48,Male,56,28,0,17,Standard,Annual,348,20,0
4468,56,Female,11,12,6,2,Standard,Monthly,665,3,0
4469,30,Female,8,1,6,18,Premium,Annual,534,11,1
4470,25,Female,23,6,5,7,Premium,Annual,321,24,0
4471,27,Male,10,19,4,10,Premium,Annual,862,29,0
4472,58,Female,18,2,8,5,Premium,Annual,312,25,1
